0,1
Datasets/Synthetic_Sentences/images/sentence_43138.png,Šiandien Danielius ilsisi kaime.
Datasets/Synthetic_Sentences/images/sentence_69511.png,Vaikas mėgsta šokti.
Datasets/Synthetic_Sentences/images/sentence_52930.png,Katė nori pirkti dovaną.
Datasets/Synthetic_Sentences/images/sentence_38285.png,Renata mėgsta skaityti žurnalą.
Datasets/Synthetic_Sentences/images/sentence_67889.png,Ką Neringa skaito?
Datasets/Synthetic_Sentences/images/sentence_16158.png,Marija nori rašyti laišką.
Datasets/Synthetic_Sentences/images/sentence_03447.png,Studentas geria kavą.
Datasets/Synthetic_Sentences/images/sentence_51367.png,Kodėl Mindaugas dirba stotyje?
Datasets/Synthetic_Sentences/images/sentence_26142.png,Vakar mokytoja nešė laišką.
Datasets/Real_Handwriting/images/form_212_sentence_5.png,Šį vakarą žvaigždės ypač ryškiai šviečia.
Datasets/Real_Handwriting/images/form_394_sentence_1.png,Greitai Rasa neša dovaną.
Datasets/Real_Handwriting/images/form_108_sentence_2.png,Paukštis pradeda piešti filmą.
Datasets/Synthetic_Sentences/images/sentence_01463.png,Petras mėgsta gerti sultis.
Datasets/Synthetic_Sentences/images/sentence_47572.png,Saulius pradeda dainuoti.
Datasets/Synthetic_Sentences/images/sentence_00100.png,Kodėl Eglė dirba mieste?
Datasets/Synthetic_Sentences/images/sentence_62663.png,Kur mokytoja dirba?
Datasets/Synthetic_Sentences/images/sentence_63518.png,Eglė renka vaisius.
Datasets/Synthetic_Sentences/images/sentence_24460.png,Eglė mėgsta pirkti gėlę.
Datasets/Real_Handwriting/images/form_474_sentence_1.png,Švelniai Rasa sportuoja mokykloje.
Datasets/Synthetic_Sentences/images/sentence_63961.png,Eglė neša laišką.
Datasets/Synthetic_Sentences/images/sentence_08103.png,Danielius perka seną gėlę.
Datasets/Synthetic_Sentences/images/sentence_28985.png,"Mokytoja mokosi stadione, bet nori dainuoti."
Datasets/Synthetic_Sentences/images/sentence_12490.png,Ramiai Gintaras ilsisi upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_48032.png,Ramiai mokytoja dirba sode.
Datasets/Real_Handwriting/images/form_054_sentence_1.png,Jūs klauso projektą.
Datasets/Real_Handwriting/images/form_403_sentence_3.png,Mokytoja perka arbatą.
Datasets/Synthetic_Sentences/images/sentence_34738.png,Mergaitė bando šokti.
Datasets/Real_Handwriting/images/form_301_sentence_1.png,Šeima groja melodiją.
Datasets/Real_Handwriting/images/form_437_sentence_5.png,Buvo labai šalta tą žiemos rytą.
Datasets/Synthetic_Sentences/images/sentence_48788.png,Saulius sportuoja pievoje.
Datasets/Synthetic_Sentences/images/sentence_64385.png,Tomas skaito naują receptą.
Datasets/Synthetic_Sentences/images/sentence_34275.png,Jurgita sportuoja darbe.
Datasets/Synthetic_Sentences/images/sentence_30866.png,Vakar Tomas nešė knygą.
Datasets/Synthetic_Sentences/images/sentence_02433.png,Studentė mėgsta skaityti žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_60052.png,Mindaugas renka daržoves.
Datasets/Synthetic_Sentences/images/sentence_06558.png,Studentė nori pirkti kavą.
Datasets/Synthetic_Sentences/images/sentence_42392.png,Berniukas nori pirkti duoną.
Datasets/Synthetic_Sentences/images/sentence_05809.png,Mindaugas nori skaityti laišką.
Datasets/Real_Handwriting/images/form_301_sentence_4.png,Vaikas skaito laišką.
Datasets/Synthetic_Sentences/images/sentence_13111.png,Tomas nori žaisti.
Datasets/Synthetic_Sentences/images/sentence_10703.png,Eglė mokosi bibliotekoje naktį.
Datasets/Synthetic_Sentences/images/sentence_66718.png,Laura nori sportuoti.
Datasets/Real_Handwriting/images/form_151_sentence_1.png,Katė geria žemėlapį mieste.
Datasets/Synthetic_Sentences/images/sentence_42575.png,Mokytojas nori pirkti dovaną.
Datasets/Synthetic_Sentences/images/sentence_26018.png,Danielius dirba ežero pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_63410.png,Mokytoja perka kavą.
Datasets/Synthetic_Sentences/images/sentence_56628.png,Mokytojas gyvena upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_46996.png,Šiandien Marija mokosi mokykloje.
Datasets/Synthetic_Sentences/images/sentence_45960.png,Ar Mindaugas mėgsta mokytis?
Datasets/Real_Handwriting/images/form_276_sentence_1.png,Žilvinas geria vandenį.
Datasets/Real_Handwriting/images/form_355_sentence_1.png,Berniukas sportuoja stadione.
Datasets/Synthetic_Sentences/images/sentence_49582.png,Ar gydytojas mėgsta dainuoti?
Datasets/Real_Handwriting/images/form_333_sentence_1.png,Mantas dirba stadione.
Datasets/Synthetic_Sentences/images/sentence_25527.png,Vaikas žaidžia kalnuose.
Datasets/Real_Handwriting/images/form_494_sentence_3.png,Mantas geria vandenį.
Datasets/Synthetic_Sentences/images/sentence_36556.png,Mokytoja renka grybus.
Datasets/Real_Handwriting/images/form_178_sentence_2.png,Šuo bijo bėgti.
Datasets/Real_Handwriting/images/form_339_sentence_5.png,Eglė eina į egzaminą ramiai.
Datasets/Synthetic_Sentences/images/sentence_32399.png,Šuo žaidžia parke.
Datasets/Real_Handwriting/images/form_323_sentence_3.png,Drąsiai žirgas perka knygą.
Datasets/Real_Handwriting/images/form_353_sentence_4.png,Ar Petras mokosi darbe?
Datasets/Synthetic_Sentences/images/sentence_05363.png,Tomas nori valgyti košę.
Datasets/Synthetic_Sentences/images/sentence_23306.png,Ingrida nori piešti.
Datasets/Synthetic_Sentences/images/sentence_68570.png,Studentė neša knygą.
Datasets/Synthetic_Sentences/images/sentence_13457.png,Jurgita nori valgyti košę.
Datasets/Synthetic_Sentences/images/sentence_00448.png,Rytoj Tomas skaitys knygą.
Datasets/Synthetic_Sentences/images/sentence_13280.png,Ką Kristina skaito?
Datasets/Synthetic_Sentences/images/sentence_14417.png,"Rasa nori valgyti, nes nes reikia pasiruošti."
Datasets/Synthetic_Sentences/images/sentence_33383.png,Petras nori pirkti knygą.
Datasets/Synthetic_Sentences/images/sentence_05751.png,Petras renka obuolius.
Datasets/Synthetic_Sentences/images/sentence_36430.png,Berniukas dirba kalnuose ir skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_17809.png,Garsiai Marija ilsisi mieste.
Datasets/Synthetic_Sentences/images/sentence_27517.png,Eglė nedirba kalnuose.
Datasets/Synthetic_Sentences/images/sentence_22195.png,"Katė nori ilsėtis, nes nes turi daug darbo."
Datasets/Synthetic_Sentences/images/sentence_58954.png,Eglė lankosi ežero pakrantėje.
Datasets/Real_Handwriting/images/form_286_sentence_1.png,Mielai mokytojas mokosi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_44281.png,Ar mergaitė dirba bibliotekoje?
Datasets/Real_Handwriting/images/form_295_sentence_2.png,Kristina būna namuose.
Datasets/Synthetic_Sentences/images/sentence_11048.png,Rasa perka šviesų duoną.
Datasets/Synthetic_Sentences/images/sentence_38749.png,Renata mėgsta tvarkytis.
Datasets/Synthetic_Sentences/images/sentence_33578.png,Ar Mindaugas nori eiti?
Datasets/Synthetic_Sentences/images/sentence_64465.png,Renata gyvena kalnuose.
Datasets/Synthetic_Sentences/images/sentence_02299.png,Kristina nori ilsėtis.
Datasets/Real_Handwriting/images/form_046_sentence_4.png,Rytoj ji žaidžia arbatą.
Datasets/Synthetic_Sentences/images/sentence_02046.png,Jurgita gyvena mieste.
Datasets/Synthetic_Sentences/images/sentence_11544.png,Jonas sportuoja paplūdimyje.
Datasets/Synthetic_Sentences/images/sentence_04690.png,Danielius mokosi upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_48429.png,Rūpestingai gydytojas rašo užduotį.
Datasets/Synthetic_Sentences/images/sentence_12185.png,Mokytojas skaito istoriją.
Datasets/Synthetic_Sentences/images/sentence_28131.png,Saulius dirba miške naktį.
Datasets/Real_Handwriting/images/form_089_sentence_4.png,Šiandien paukštis miega vakar.
Datasets/Synthetic_Sentences/images/sentence_40162.png,Ar vaikas dirba kaime?
Datasets/Real_Handwriting/images/form_131_sentence_3.png,Ji nemėgsta rašyti maistą.
Datasets/Synthetic_Sentences/images/sentence_28013.png,Šiandien Laura perka žaislą.
Datasets/Real_Handwriting/images/form_194_sentence_1.png,Jie bėga ir bėga.
Datasets/Real_Handwriting/images/form_370_sentence_5.png,Vaikai atbėga iš aikštės.
Datasets/Synthetic_Sentences/images/sentence_36614.png,Jonas mėgsta valgyti duoną.
Datasets/Synthetic_Sentences/images/sentence_45717.png,Lėtai studentas perka žaislą.
Datasets/Synthetic_Sentences/images/sentence_27115.png,Laura mėgsta gerti vandenį.
Datasets/Synthetic_Sentences/images/sentence_36204.png,Tomas sportuoja mieste.
Datasets/Synthetic_Sentences/images/sentence_04758.png,Mantas nori rašyti žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_06439.png,Jurgita dirba mokykloje.
Datasets/Synthetic_Sentences/images/sentence_57231.png,Jurgita žaidžia parke.
Datasets/Synthetic_Sentences/images/sentence_48850.png,Švelniai Jonas skaito istoriją mieste.
Datasets/Real_Handwriting/images/form_155_sentence_1.png,Tyliai aš kalba dainą.
Datasets/Synthetic_Sentences/images/sentence_27187.png,Ingrida skaito šviesų žurnalą.
Datasets/Synthetic_Sentences/images/sentence_51910.png,Lėtai Saulius rašo žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_04680.png,Šiandien Tomas skaito žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_45778.png,Mokytoja mokosi miške po pietų.
Datasets/Real_Handwriting/images/form_223_sentence_2.png,Mokytoja nori groti.
Datasets/Synthetic_Sentences/images/sentence_16556.png,Berniukas neskaito receptą.
Datasets/Synthetic_Sentences/images/sentence_12585.png,Jonas nedirba bibliotekoje.
Datasets/Synthetic_Sentences/images/sentence_39416.png,Ką gydytojas skaito?
Datasets/Synthetic_Sentences/images/sentence_10240.png,Eglė nori pirkti dovaną.
Datasets/Synthetic_Sentences/images/sentence_54805.png,Gydytojas lankosi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_26013.png,Tyliai Laura dirba miške.
Datasets/Real_Handwriting/images/form_275_sentence_2.png,Ar Renata skaito laišką?
Datasets/Synthetic_Sentences/images/sentence_59181.png,Vakar Mantas skaitė žemėlapį.
Datasets/Real_Handwriting/images/form_469_sentence_4.png,Vakar mergaitė skaitė laišką.
Datasets/Real_Handwriting/images/form_106_sentence_1.png,Paukštis kalba namus.
Datasets/Synthetic_Sentences/images/sentence_41416.png,Gydytojas neskaito istoriją.
Datasets/Real_Handwriting/images/form_215_sentence_5.png,Universiteto studentai žaidžia šachmatais laisvalaikiu.
Datasets/Synthetic_Sentences/images/sentence_17171.png,Ramiai Eglė mokosi kavinėje ryte.
Datasets/Synthetic_Sentences/images/sentence_45225.png,Šiandien Mantas dirba mokykloje.
Datasets/Synthetic_Sentences/images/sentence_24048.png,Mantas mokosi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_63322.png,Studentė gyvena miške.
Datasets/Real_Handwriting/images/form_051_sentence_5.png,Jos atidžiai skaito.
Datasets/Real_Handwriting/images/form_453_sentence_3.png,Švelniai Žilvinas rašo laišką.
Datasets/Real_Handwriting/images/form_312_sentence_1.png,Žirgas pradeda dainuoti.
Datasets/Real_Handwriting/images/form_150_sentence_3.png,Ji rašo ir rašo.
Datasets/Real_Handwriting/images/form_078_sentence_3.png,Vaikai mėgsta mokytis pamoką.
Datasets/Real_Handwriting/images/form_273_sentence_2.png,Tyliai Rasa ilsisi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_60931.png,Berniukas nenori sportuoti.
Datasets/Real_Handwriting/images/form_443_sentence_1.png,Šiandien Eglė mokosi namuose.
Datasets/Synthetic_Sentences/images/sentence_22351.png,Eglė mėgsta skaityti žurnalą.
Datasets/Real_Handwriting/images/form_118_sentence_1.png,Aš labai blogai kalba.
Datasets/Synthetic_Sentences/images/sentence_09669.png,Šiandien Jonas ilsisi pievoje.
Datasets/Synthetic_Sentences/images/sentence_46372.png,Mokytoja mėgsta pirkti dovaną.
Datasets/Synthetic_Sentences/images/sentence_04705.png,Gydytojas skaito žemėlapį.
Datasets/Real_Handwriting/images/form_176_sentence_4.png,Studentai dirba sode.
Datasets/Synthetic_Sentences/images/sentence_62706.png,Neringa mėgsta valgyti daržoves.
Datasets/Synthetic_Sentences/images/sentence_05764.png,Danielius neskaito žurnalą.
Datasets/Synthetic_Sentences/images/sentence_48169.png,Danielius lankosi pievoje.
Datasets/Real_Handwriting/images/form_250_sentence_4.png,Rytoj Jonas eis stadione.
Datasets/Synthetic_Sentences/images/sentence_68874.png,Rasa žaidžia mieste.
Datasets/Synthetic_Sentences/images/sentence_42713.png,Vakar Eglė nešė knygą.
Datasets/Synthetic_Sentences/images/sentence_36202.png,Žilvinas valgo obuolį.
Datasets/Synthetic_Sentences/images/sentence_48375.png,"Neringa dirba stadione, nes tai labai įdomu."
Datasets/Synthetic_Sentences/images/sentence_07110.png,Mokytoja stengiasi dainuoti.
Datasets/Synthetic_Sentences/images/sentence_65525.png,Ar mokytoja dirba miške?
Datasets/Synthetic_Sentences/images/sentence_68309.png,Šiandien Neringa ilsisi darbe.
Datasets/Synthetic_Sentences/images/sentence_63464.png,Švelniai Mindaugas skaito knygą kaime.
Datasets/Synthetic_Sentences/images/sentence_24331.png,Gintaras neša gėlę.
Datasets/Synthetic_Sentences/images/sentence_37747.png,Ar Tomas mokosi parke?
Datasets/Real_Handwriting/images/form_152_sentence_2.png,Šiandien moterys rašo greitai.
Datasets/Synthetic_Sentences/images/sentence_55067.png,Jurgita nori skaityti laišką.
Datasets/Synthetic_Sentences/images/sentence_42144.png,Vaikas dirba kavinėje.
Datasets/Real_Handwriting/images/form_008_sentence_3.png,Ar aš šoka?
Datasets/Synthetic_Sentences/images/sentence_38699.png,Studentas dirba namuose naktį.
Datasets/Real_Handwriting/images/form_416_sentence_4.png,Rūpestingai šeima mokosi namuose.
Datasets/Synthetic_Sentences/images/sentence_12567.png,Laura sportuoja namuose.
Datasets/Real_Handwriting/images/form_141_sentence_5.png,Mokytojas mėgsta rašyti.
Datasets/Synthetic_Sentences/images/sentence_23650.png,Kodėl studentas dirba pievoje?
Datasets/Synthetic_Sentences/images/sentence_01345.png,Ar Saulius mokosi kalnuose?
Datasets/Synthetic_Sentences/images/sentence_67818.png,Mantas perka knygą.
Datasets/Synthetic_Sentences/images/sentence_59650.png,Šiandien Saulius skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_46604.png,Berniukas rašo projektą.
Datasets/Synthetic_Sentences/images/sentence_19777.png,Ąžuolas auga atokiame kaimo kampe.
Datasets/Synthetic_Sentences/images/sentence_67610.png,Atidžiai Kristina neša gėlę.
Datasets/Synthetic_Sentences/images/sentence_64474.png,Ramiai Gintaras mokosi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_13055.png,Berniukas neskaito laišką.
Datasets/Real_Handwriting/images/form_336_sentence_1.png,Rytoj Renata eis kavinėje.
Datasets/Real_Handwriting/images/form_214_sentence_3.png,Saulius geria kavą.
Datasets/Synthetic_Sentences/images/sentence_19027.png,Neringa stengiasi bėgti.
Datasets/Real_Handwriting/images/form_161_sentence_4.png,Jos pradeda šokti.
Datasets/Synthetic_Sentences/images/sentence_39773.png,Ar Petras nori rašyti?
Datasets/Real_Handwriting/images/form_173_sentence_4.png,Šiandien studentas geria gerai.
Datasets/Synthetic_Sentences/images/sentence_08392.png,Lėtai Eglė dirba kavinėje.
Datasets/Real_Handwriting/images/form_111_sentence_3.png,Paukštis piešia ir piešia.
Datasets/Synthetic_Sentences/images/sentence_25983.png,Vakar studentas dirbo mokykloje.
Datasets/Synthetic_Sentences/images/sentence_46942.png,Ar Eglė dirba paplūdimyje?
Datasets/Real_Handwriting/images/form_328_sentence_2.png,Tyliai Danielius neša krepšį.
Datasets/Synthetic_Sentences/images/sentence_66897.png,Ramiai Jonas ilsisi stadione.
Datasets/Real_Handwriting/images/form_403_sentence_2.png,Vakar vaikas dirbo kalnuose.
Datasets/Synthetic_Sentences/images/sentence_07386.png,Vakar studentė skaitė laišką.
Datasets/Synthetic_Sentences/images/sentence_36013.png,Marija mėgsta gerti.
Datasets/Synthetic_Sentences/images/sentence_21744.png,Kristina nedirba kalnuose.
Datasets/Real_Handwriting/images/form_218_sentence_2.png,Jonas pradeda ilsėtis.
Datasets/Synthetic_Sentences/images/sentence_38436.png,Jonas renka grybus.
Datasets/Synthetic_Sentences/images/sentence_22347.png,Ramiai gydytojas ilsisi kavinėje.
Datasets/Synthetic_Sentences/images/sentence_09322.png,Danielius bando keliauti.
Datasets/Synthetic_Sentences/images/sentence_37604.png,Tomas renka gėles.
Datasets/Synthetic_Sentences/images/sentence_10677.png,Garsiai Renata ilsisi darbe.
Datasets/Synthetic_Sentences/images/sentence_10534.png,Renata dirba ligoninėje po pietų.
Datasets/Real_Handwriting/images/form_480_sentence_5.png,Kavinėje kvepėjo kava ir cinamonu.
Datasets/Synthetic_Sentences/images/sentence_21155.png,Drąsiai Laura skaito laišką.
Datasets/Synthetic_Sentences/images/sentence_61158.png,Mokytoja nori skaityti žemėlapį.
Datasets/Real_Handwriting/images/form_324_sentence_4.png,Žmogus lankosi ligoninėje.
Datasets/Synthetic_Sentences/images/sentence_35070.png,Šuo perka didelį duoną.
Datasets/Synthetic_Sentences/images/sentence_34753.png,Saulius neša dovaną.
Datasets/Synthetic_Sentences/images/sentence_31177.png,Gintaras mėgsta valgyti vaisius.
Datasets/Synthetic_Sentences/images/sentence_32726.png,Lėtai šuo mokosi mokykloje anksti ryte.
Datasets/Synthetic_Sentences/images/sentence_23986.png,Kur Renata dirba?
Datasets/Synthetic_Sentences/images/sentence_63812.png,Petras mėgsta pirkti dovaną.
Datasets/Synthetic_Sentences/images/sentence_05555.png,Lėtai Jonas rašo receptą.
Datasets/Synthetic_Sentences/images/sentence_28783.png,Ramiai katė neša krepšį.
Datasets/Synthetic_Sentences/images/sentence_32334.png,Tyliai Marija neša knygą.
Datasets/Synthetic_Sentences/images/sentence_07873.png,Lėtai Petras perka duoną.
Datasets/Real_Handwriting/images/form_433_sentence_5.png,Kavinėje kvepėjo kava ir cinamonu.
Datasets/Synthetic_Sentences/images/sentence_40721.png,Marija mėgsta valgyti obuolį.
Datasets/Synthetic_Sentences/images/sentence_10899.png,Ar studentas mėgsta tvarkytis?
Datasets/Synthetic_Sentences/images/sentence_66053.png,Šiandien vaikas ilsisi upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_19510.png,Švelniai vaikas mokosi bibliotekoje po pietų.
Datasets/Real_Handwriting/images/form_255_sentence_3.png,Gydytojas būna parke.
Datasets/Synthetic_Sentences/images/sentence_53133.png,Petras valgo duoną.
Datasets/Synthetic_Sentences/images/sentence_65317.png,Šiandien studentė skaito žurnalą.
Datasets/Real_Handwriting/images/form_360_sentence_5.png,Universiteto studentai žaidžia šachmatais laisvalaikiu.
Datasets/Real_Handwriting/images/form_053_sentence_1.png,Šuo baigia mokytis.
Datasets/Synthetic_Sentences/images/sentence_16532.png,Gintaras mokosi namuose anksti ryte.
Datasets/Real_Handwriting/images/form_428_sentence_3.png,Švelniai katė rašo receptą.
Datasets/Real_Handwriting/images/form_445_sentence_4.png,Rytoj mergaitė skaitys žurnalą.
Datasets/Synthetic_Sentences/images/sentence_21781.png,Tyliai studentė ilsisi parke.
Datasets/Real_Handwriting/images/form_165_sentence_1.png,Vyrai mėgsta piešti.
Datasets/Synthetic_Sentences/images/sentence_67557.png,Gintaras dirba stotyje.
Datasets/Synthetic_Sentences/images/sentence_08400.png,Šiandien berniukas skaito žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_49294.png,Marija skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_63511.png,Vakar Mindaugas nešė gėlę.
Datasets/Synthetic_Sentences/images/sentence_35815.png,Renata žaidžia upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_46874.png,Gydytojas nori gerti kavą.
Datasets/Real_Handwriting/images/form_338_sentence_2.png,Rytoj mergaitė skaitys žurnalą.
Datasets/Synthetic_Sentences/images/sentence_27359.png,Jurgita perka naują duoną.
Datasets/Synthetic_Sentences/images/sentence_62804.png,Šiandien Laura dirba stotyje.
Datasets/Synthetic_Sentences/images/sentence_68613.png,Ar Petras nori šokti?
Datasets/Synthetic_Sentences/images/sentence_48348.png,Marija pradeda dainuoti.
Datasets/Synthetic_Sentences/images/sentence_35792.png,Kodėl Laura dirba stotyje?
Datasets/Synthetic_Sentences/images/sentence_69353.png,Švelniai Neringa dirba pievoje.
Datasets/Synthetic_Sentences/images/sentence_06646.png,Neringa pradeda plaukti.
Datasets/Synthetic_Sentences/images/sentence_10580.png,Garsiai Eglė neša krepšį.
Datasets/Real_Handwriting/images/form_178_sentence_5.png,Katė labai lėtai žiūri.
Datasets/Synthetic_Sentences/images/sentence_36495.png,Saulius pradeda skaityti.
Datasets/Synthetic_Sentences/images/sentence_20334.png,Studentė renka gėles.
Datasets/Real_Handwriting/images/form_100_sentence_4.png,Rytoj jos žaidžia pamoką.
Datasets/Synthetic_Sentences/images/sentence_31169.png,Laura perka arbatą.
Datasets/Synthetic_Sentences/images/sentence_34298.png,Rūpestingai Žilvinas dirba ligoninėje.
Datasets/Real_Handwriting/images/form_234_sentence_3.png,Mindaugas nori ilsėtis dainą.
Datasets/Synthetic_Sentences/images/sentence_47963.png,Berniukas sportuoja stadione.
Datasets/Real_Handwriting/images/form_191_sentence_1.png,Jos žaidžia mieste.
Datasets/Real_Handwriting/images/form_280_sentence_4.png,Kruopščiai mergaitė mokosi mokykloje.
Datasets/Synthetic_Sentences/images/sentence_14611.png,Eglė neša knygą.
Datasets/Synthetic_Sentences/images/sentence_38889.png,Šiandien Jurgita ilsisi kalnuose.
Datasets/Synthetic_Sentences/images/sentence_68669.png,Garsiai mokytojas perka gėlę.
Datasets/Synthetic_Sentences/images/sentence_54040.png,Mergaitė mokosi stotyje vėlai vakare.
Datasets/Synthetic_Sentences/images/sentence_45308.png,Mergaitė perka dovaną.
Datasets/Real_Handwriting/images/form_145_sentence_1.png,Jie pradeda skaityti.
Datasets/Real_Handwriting/images/form_124_sentence_3.png,Vyras ilsisi kavą mokykloje.
Datasets/Synthetic_Sentences/images/sentence_08433.png,Šiandien Gintaras ilsisi mokykloje.
Datasets/Synthetic_Sentences/images/sentence_63491.png,Gydytojas mokosi stotyje.
Datasets/Synthetic_Sentences/images/sentence_63386.png,"Petras mokosi stadione, bet nori galvoti."
Datasets/Real_Handwriting/images/form_478_sentence_4.png,Atidžiai Petras skaito knygą.
Datasets/Synthetic_Sentences/images/sentence_07038.png,Žilvinas bando bėgti.
Datasets/Real_Handwriting/images/form_299_sentence_5.png,Cukrų ir cinamoną dedame į pyragą.
Datasets/Real_Handwriting/images/form_350_sentence_4.png,Vakar žmogus skaitė laišką.
Datasets/Synthetic_Sentences/images/sentence_20080.png,Katė nori pirkti žaislą.
Datasets/Synthetic_Sentences/images/sentence_14297.png,Vakar Marija dirbo namuose.
Datasets/Synthetic_Sentences/images/sentence_00808.png,Rytoj Ingrida skaitys laišką.
Datasets/Real_Handwriting/images/form_335_sentence_2.png,Marija būna miške.
Datasets/Synthetic_Sentences/images/sentence_16116.png,Renata stengiasi žaisti.
Datasets/Synthetic_Sentences/images/sentence_49643.png,Mindaugas neskaito receptą.
Datasets/Real_Handwriting/images/form_103_sentence_4.png,Gydytojai tvarkosi muziką miške.
Datasets/Synthetic_Sentences/images/sentence_29463.png,Berniukas dirba kaime vėlai vakare.
Datasets/Real_Handwriting/images/form_393_sentence_4.png,Mielai katė skaito laišką.
Datasets/Real_Handwriting/images/form_451_sentence_4.png,Šiandien šuo mokosi bibliotekoje.
Datasets/Synthetic_Sentences/images/sentence_33329.png,Studentas nori valgyti duoną.
Datasets/Synthetic_Sentences/images/sentence_64748.png,Ar mokytojas mėgsta kalbėti?
Datasets/Real_Handwriting/images/form_127_sentence_1.png,Ji mokosi mieste ir namuose.
