0,1
Datasets/Real_Handwriting/images/form_431_sentence_1.png,Eglė sportuoja sode.
Datasets/Real_Handwriting/images/form_125_sentence_3.png,Mergaitė tvarkosi stadione ir ligoninėje.
Datasets/Synthetic_Sentences/images/sentence_02210.png,Petras žaidžia ligoninėje.
Datasets/Real_Handwriting/images/form_225_sentence_4.png,Mokytojas stengiasi šokti.
Datasets/Real_Handwriting/images/form_258_sentence_5.png,Kavinėje kvepėjo kava ir cinamonu.
Datasets/Real_Handwriting/images/form_335_sentence_3.png,Mantas stengiasi plaukti.
Datasets/Synthetic_Sentences/images/sentence_00992.png,Danielius skaito laišką.
Datasets/Real_Handwriting/images/form_069_sentence_2.png,Vyras miega stadione.
Datasets/Real_Handwriting/images/form_210_sentence_1.png,Tyliai Marija perka žaislą.
Datasets/Synthetic_Sentences/images/sentence_01139.png,Gydytojas mokosi stotyje.
Datasets/Synthetic_Sentences/images/sentence_00803.png,Garsiai Neringa skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_00685.png,Rasa sportuoja pievoje.
Datasets/Synthetic_Sentences/images/sentence_00754.png,Ar Rasa nori galvoti?
Datasets/Real_Handwriting/images/form_458_sentence_2.png,Garsiai Petras valgo daržoves.
Datasets/Real_Handwriting/images/form_134_sentence_2.png,Moteris sportuoja darbą mieste.
Datasets/Real_Handwriting/images/form_109_sentence_4.png,Ar studentas eina?
Datasets/Real_Handwriting/images/form_401_sentence_4.png,Ar Rasa mėgsta dirbti?
Datasets/Real_Handwriting/images/form_193_sentence_2.png,Kartu ji juokiasi užduotį.
Datasets/Synthetic_Sentences/images/sentence_00877.png,Mergaitė perka kavą.
Datasets/Real_Handwriting/images/form_118_sentence_4.png,Šuo žiūri vandenį ligoninėje.
Datasets/Real_Handwriting/images/form_468_sentence_5.png,Aš atsargiai atidarau ąžuolinę dėžę.
Datasets/Synthetic_Sentences/images/sentence_01596.png,Mokytojas pradeda kalbėti.
Datasets/Real_Handwriting/images/form_062_sentence_1.png,Ar jos rašo?
Datasets/Synthetic_Sentences/images/sentence_00064.png,Mindaugas nori gerti vandenį.
Datasets/Synthetic_Sentences/images/sentence_01823.png,Vakar šuo skaitė istoriją.
Datasets/Real_Handwriting/images/form_468_sentence_3.png,Rasa bando žaisti.
Datasets/Real_Handwriting/images/form_350_sentence_1.png,Laura perka žaislą.
Datasets/Synthetic_Sentences/images/sentence_02011.png,Žilvinas mėgsta mokytis.
Datasets/Real_Handwriting/images/form_016_sentence_1.png,Šiandien studentai galvoja greitai.
Datasets/Synthetic_Sentences/images/sentence_01267.png,Šiandien Jurgita dirba sode.
Datasets/Synthetic_Sentences/images/sentence_01836.png,Laura ilsisi upės pakrantėje.
Datasets/Real_Handwriting/images/form_290_sentence_3.png,Paukštis groja dainą.
Datasets/Synthetic_Sentences/images/sentence_02480.png,Eglė eina į egzaminą ramiai.
Datasets/Real_Handwriting/images/form_212_sentence_4.png,Greitai berniukas skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_02447.png,Saulius mėgsta kalbėti.
Datasets/Real_Handwriting/images/form_300_sentence_4.png,Žmogus stato tvorą.
Datasets/Real_Handwriting/images/form_489_sentence_4.png,Vaikas mėgsta eiti.
Datasets/Real_Handwriting/images/form_497_sentence_3.png,Danielius nori statyti.
Datasets/Synthetic_Sentences/images/sentence_00188.png,Neringa žaidžia kalnuose.
Datasets/Real_Handwriting/images/form_398_sentence_1.png,Žilvinas geria arbatą.
Datasets/Real_Handwriting/images/form_071_sentence_1.png,Jie labai kartu miega.
Datasets/Synthetic_Sentences/images/sentence_01883.png,Mielai šuo dirba sode.
Datasets/Synthetic_Sentences/images/sentence_00401.png,Ingrida mėgsta skaityti receptą.
Datasets/Synthetic_Sentences/images/sentence_01072.png,Šiandien Renata skaito žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_00013.png,Marija nori gerti kavą.
Datasets/Real_Handwriting/images/form_415_sentence_2.png,Lėtai gydytojas rašo žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_01039.png,Vakar Petras skaitė žemėlapį.
Datasets/Real_Handwriting/images/form_292_sentence_5.png,Kavinėje kvepėjo kava ir cinamonu.
Datasets/Real_Handwriting/images/form_069_sentence_1.png,Studentas labai gerai tvarkosi.
Datasets/Synthetic_Sentences/images/sentence_00186.png,Atidžiai Rasa mokosi kalnuose.
Datasets/Real_Handwriting/images/form_306_sentence_2.png,Petras mėgsta bėgti.
Datasets/Real_Handwriting/images/form_355_sentence_1.png,Berniukas sportuoja stadione.
Datasets/Real_Handwriting/images/form_367_sentence_1.png,Saulius perka kavą.
Datasets/Synthetic_Sentences/images/sentence_00514.png,Ar šuo mėgsta mokytis?
Datasets/Synthetic_Sentences/images/sentence_01290.png,Šiandien Žilvinas dirba miške.
Datasets/Real_Handwriting/images/form_438_sentence_1.png,Tomas ilsisi miške.
Datasets/Real_Handwriting/images/form_332_sentence_4.png,Gintaras ilsisi darbe.
Datasets/Synthetic_Sentences/images/sentence_02376.png,Ar Marija mokosi miške?
Datasets/Real_Handwriting/images/form_359_sentence_4.png,Rytoj Eglė eis mieste.
Datasets/Real_Handwriting/images/form_136_sentence_5.png,Visada vyrai valgo arbatą.
Datasets/Real_Handwriting/images/form_320_sentence_5.png,Žiema atneša sniegą ir šaltį.
Datasets/Real_Handwriting/images/form_364_sentence_2.png,Ar žmogus mėgsta galvoti?
Datasets/Real_Handwriting/images/form_111_sentence_1.png,Jie dainuoja kalnuose ir mieste.
Datasets/Synthetic_Sentences/images/sentence_02256.png,Saulius mėgsta važiuoti.
Datasets/Real_Handwriting/images/form_510_sentence_2.png,Katė sportuoja upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_00571.png,Eglė renka obuolius.
Datasets/Synthetic_Sentences/images/sentence_01731.png,Katė nori rašyti receptą.
Datasets/Real_Handwriting/images/form_149_sentence_3.png,Jie šoka namuose.
Datasets/Synthetic_Sentences/images/sentence_01178.png,Mokytoja mėgsta skaityti žemėlapį.
Datasets/Real_Handwriting/images/form_038_sentence_2.png,Šiandien katė mokosi retai.
Datasets/Real_Handwriting/images/form_401_sentence_3.png,Parke vaikai žaidžia iki vakaro.
Datasets/Synthetic_Sentences/images/sentence_00710.png,Katė bando važiuoti.
Datasets/Real_Handwriting/images/form_067_sentence_4.png,Ar gydytojai keliauoja?
Datasets/Real_Handwriting/images/form_123_sentence_2.png,Jos nemėgsta mokytis pamoką.
Datasets/Real_Handwriting/images/form_494_sentence_2.png,Tyliai vaikas ilsisi bibliotekoje.
Datasets/Real_Handwriting/images/form_137_sentence_4.png,Ji rašo vandenį.
Datasets/Real_Handwriting/images/form_490_sentence_5.png,Bitė skraido virš bijūnų.
Datasets/Synthetic_Sentences/images/sentence_01019.png,Vaikas stengiasi gerti.
Datasets/Synthetic_Sentences/images/sentence_00813.png,Rasa žaidžia parke.
Datasets/Real_Handwriting/images/form_412_sentence_4.png,Studentas dirba mieste.
Datasets/Synthetic_Sentences/images/sentence_00415.png,Mokytojas nori skaityti istoriją.
Datasets/Real_Handwriting/images/form_007_sentence_4.png,Ar draugas rašo?
Datasets/Synthetic_Sentences/images/sentence_01810.png,Laura nori rašyti istoriją.
Datasets/Synthetic_Sentences/images/sentence_00830.png,Vaikas rašo receptą.
Datasets/Synthetic_Sentences/images/sentence_00028.png,Marija žaidžia sode.
Datasets/Synthetic_Sentences/images/sentence_02062.png,Neringa stengiasi dirbti.
Datasets/Real_Handwriting/images/form_478_sentence_3.png,Gydytojas mėgsta mokytis.
Datasets/Synthetic_Sentences/images/sentence_01023.png,Petras mokosi upės pakrantėje.
Datasets/Real_Handwriting/images/form_320_sentence_4.png,Ar mokytojas mėgsta rašyti?
Datasets/Real_Handwriting/images/form_381_sentence_1.png,Ingrida žaidžia kalnuose.
Datasets/Synthetic_Sentences/images/sentence_01092.png,Gydytojas nori rašyti.
Datasets/Synthetic_Sentences/images/sentence_01242.png,Ramiai Ingrida valgo duoną.
Datasets/Synthetic_Sentences/images/sentence_01458.png,Mokytojas mėgsta gerti vandenį.
Datasets/Real_Handwriting/images/form_134_sentence_1.png,Mes nemėgsta skaityti.
Datasets/Real_Handwriting/images/form_008_sentence_4.png,Jūs valgo laišką kalnuose.
Datasets/Synthetic_Sentences/images/sentence_00793.png,Studentė mėgsta ilsėtis.
Datasets/Real_Handwriting/images/form_355_sentence_4.png,Saulius nori bėgti receptą.
Datasets/Real_Handwriting/images/form_309_sentence_3.png,Ar Mindaugas dirba pievoje?
Datasets/Real_Handwriting/images/form_113_sentence_1.png,Vyras ilsisi prie ežero.
Datasets/Real_Handwriting/images/form_420_sentence_2.png,Šiandien šuo dirba ežero pakrantėje.
Datasets/Real_Handwriting/images/form_171_sentence_1.png,Studentai skaito kavinėje.
Datasets/Real_Handwriting/images/form_448_sentence_5.png,Žiemą vaikai mėgsta čiuožti ant ežero ledo.
Datasets/Real_Handwriting/images/form_162_sentence_1.png,Ar jos skuba?
Datasets/Real_Handwriting/images/form_434_sentence_4.png,Šiandien Petras skaito žemėlapį.
Datasets/Real_Handwriting/images/form_052_sentence_2.png,Jūs žaidžia projektą.
Datasets/Real_Handwriting/images/form_372_sentence_1.png,Drąsiai Eglė mokosi stotyje.
Datasets/Synthetic_Sentences/images/sentence_00339.png,Mokytoja rašo receptą.
Datasets/Real_Handwriting/images/form_104_sentence_1.png,Moterys žaidžia istoriją.
Datasets/Synthetic_Sentences/images/sentence_01076.png,Ar Saulius mokosi kavinėje?
Datasets/Synthetic_Sentences/images/sentence_00631.png,Rytoj Rasa eis sode.
Datasets/Real_Handwriting/images/form_449_sentence_4.png,Atidžiai Petras mokosi stotyje.
Datasets/Synthetic_Sentences/images/sentence_02298.png,Tomas nori gerti sultis.
Datasets/Real_Handwriting/images/form_179_sentence_4.png,Mergaitės žaidžia namus stotyje.
Datasets/Real_Handwriting/images/form_374_sentence_1.png,Petras nori bėgti laišką.
Datasets/Real_Handwriting/images/form_395_sentence_5.png,Cecilija čiuožia ant ledo.
Datasets/Synthetic_Sentences/images/sentence_02242.png,Šiandien Renata ilsisi namuose.
Datasets/Synthetic_Sentences/images/sentence_01681.png,Vakar mokytoja skaitė žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_01982.png,Mergaitė mėgsta eiti.
Datasets/Real_Handwriting/images/form_504_sentence_2.png,Ramiai gydytojas perka kavą.
Datasets/Synthetic_Sentences/images/sentence_01500.png,Atidžiai Gintaras mokosi mieste.
Datasets/Real_Handwriting/images/form_436_sentence_1.png,Greitai Laura skaito istoriją.
Datasets/Real_Handwriting/images/form_163_sentence_4.png,Moteris baigia ilsėtis.
Datasets/Synthetic_Sentences/images/sentence_01960.png,Atidžiai vaikas rašo istoriją.
Datasets/Real_Handwriting/images/form_375_sentence_4.png,Marija geria arbatą.
Datasets/Real_Handwriting/images/form_159_sentence_1.png,Vyras mokosi ir mokosi.
Datasets/Real_Handwriting/images/form_246_sentence_1.png,Ar šuo dirba miške?
Datasets/Synthetic_Sentences/images/sentence_01264.png,Saulius nori gerti kavą.
Datasets/Synthetic_Sentences/images/sentence_00732.png,Gintaras pradeda kalbėti.
Datasets/Real_Handwriting/images/form_121_sentence_3.png,Studentas visada tvarkosi.
Datasets/Real_Handwriting/images/form_425_sentence_5.png,Ją labai džiugino jaukūs namai.
Datasets/Real_Handwriting/images/form_174_sentence_2.png,Vyras žiūri stotyje ir stotyje.
Datasets/Synthetic_Sentences/images/sentence_02384.png,Garsiai Gintaras skaito istoriją.
Datasets/Real_Handwriting/images/form_130_sentence_5.png,Jos pradeda dainuoti.
Datasets/Real_Handwriting/images/form_157_sentence_5.png,Mes bėga dainą.
Datasets/Real_Handwriting/images/form_166_sentence_1.png,Jis labai šiandien juokiasi.
Datasets/Real_Handwriting/images/form_019_sentence_1.png,Jūs klauso projektą.
Datasets/Synthetic_Sentences/images/sentence_02277.png,Rytoj Kristina skaitys žemėlapį.
Datasets/Real_Handwriting/images/form_349_sentence_4.png,Renata bando bėgti.
Datasets/Synthetic_Sentences/images/sentence_01010.png,Ar studentas nori ilsėtis?
Datasets/Real_Handwriting/images/form_263_sentence_5.png,Kavinėje kvepėjo kava ir cinamonu.
Datasets/Real_Handwriting/images/form_202_sentence_4.png,Šiandien žirgas dirba namuose.
Datasets/Synthetic_Sentences/images/sentence_01994.png,Ar Petras nori groti?
Datasets/Synthetic_Sentences/images/sentence_00551.png,Gydytojas ilsisi sode.
Datasets/Real_Handwriting/images/form_139_sentence_1.png,Studentai mąsto ir mąsto.
Datasets/Synthetic_Sentences/images/sentence_00593.png,Vakar Jurgita nešė dovaną.
Datasets/Real_Handwriting/images/form_121_sentence_5.png,Ar studentas geria?
Datasets/Real_Handwriting/images/form_399_sentence_1.png,Mokytojas mėgsta eiti.
Datasets/Real_Handwriting/images/form_424_sentence_4.png,Jonas gyvena bibliotekoje.
Datasets/Real_Handwriting/images/form_289_sentence_5.png,Cukrų ir cinamoną dedame į pyragą.
Datasets/Synthetic_Sentences/images/sentence_01338.png,Kristina geria arbatą.
Datasets/Synthetic_Sentences/images/sentence_00959.png,Renata skaito istoriją.
Datasets/Synthetic_Sentences/images/sentence_00720.png,Gintaras mėgsta skaityti žurnalą.
Datasets/Real_Handwriting/images/form_034_sentence_1.png,Jis miega stotyje ir prie ežero.
Datasets/Synthetic_Sentences/images/sentence_02262.png,Ingrida mėgsta kalbėti.
Datasets/Real_Handwriting/images/form_288_sentence_4.png,Rūpestingai Kristina skaito receptą.
Datasets/Synthetic_Sentences/images/sentence_00924.png,Šiandien Rasa dirba ligoninėje.
Datasets/Synthetic_Sentences/images/sentence_00930.png,Studentė nori rašyti projektą.
Datasets/Synthetic_Sentences/images/sentence_00772.png,Rytoj mokytoja eis bibliotekoje.
Datasets/Synthetic_Sentences/images/sentence_00961.png,Rytoj Gintaras eis parke.
Datasets/Synthetic_Sentences/images/sentence_00857.png,Žilvinas dirba mokykloje.
Datasets/Synthetic_Sentences/images/sentence_01532.png,Mindaugas nori valgyti košę.
Datasets/Synthetic_Sentences/images/sentence_02209.png,Rytoj Ingrida eis stotyje.
Datasets/Synthetic_Sentences/images/sentence_00840.png,Džiaugsmingai vaikas ilsisi mieste.
Datasets/Synthetic_Sentences/images/sentence_00266.png,Ar Marija mėgsta šokti?
Datasets/Synthetic_Sentences/images/sentence_00601.png,Tyliai Mantas skaito žurnalą.
Datasets/Real_Handwriting/images/form_151_sentence_2.png,Katė žiūri kaime.
Datasets/Real_Handwriting/images/form_345_sentence_4.png,Ar mokytojas mokosi upės pakrantėje?
Datasets/Real_Handwriting/images/form_193_sentence_5.png,Tu šypsosi ir šypsosi.
Datasets/Synthetic_Sentences/images/sentence_01831.png,Šiandien Jonas dirba bibliotekoje.
Datasets/Real_Handwriting/images/form_426_sentence_4.png,Šiandien mergaitė dirba ligoninėje.
Datasets/Synthetic_Sentences/images/sentence_01283.png,Jonas mėgsta valgyti duoną.
Datasets/Real_Handwriting/images/form_489_sentence_3.png,Vakar Mantas nešė dovaną.
Datasets/Synthetic_Sentences/images/sentence_00368.png,Tyliai mokytojas skaito receptą.
Datasets/Real_Handwriting/images/form_051_sentence_5.png,Jos atidžiai skaito.
Datasets/Real_Handwriting/images/form_462_sentence_5.png,Šventė prasidėjo linksmai ir baigėsi džiaugsmingai.
Datasets/Synthetic_Sentences/images/sentence_01535.png,Rytoj Marija eis upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_00619.png,Ingrida mėgsta gerti sultis.
Datasets/Real_Handwriting/images/form_482_sentence_1.png,Renata rašo užduotį.
Datasets/Real_Handwriting/images/form_138_sentence_3.png,Vaikas labai smagiai valgo.
Datasets/Real_Handwriting/images/form_256_sentence_3.png,Lėtai Renata ilsisi paplūdimyje.
Datasets/Synthetic_Sentences/images/sentence_02207.png,Studentė žaidžia upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_00885.png,Šuo nori valgyti košę.
Datasets/Real_Handwriting/images/form_271_sentence_2.png,Šeima nori ilsėtis žurnalą.
Datasets/Real_Handwriting/images/form_366_sentence_5.png,"Šiandien šalta, bet sausa."
Datasets/Synthetic_Sentences/images/sentence_02038.png,Mindaugas nori pirkti dovaną.
Datasets/Real_Handwriting/images/form_307_sentence_1.png,Tomas valgo obuolį.
Datasets/Real_Handwriting/images/form_236_sentence_1.png,Mokytoja dirba upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_01821.png,Neringa nori skaityti knygą.
Datasets/Real_Handwriting/images/form_123_sentence_1.png,Šiandien mergaitės ilsisi ramiai.
Datasets/Real_Handwriting/images/form_054_sentence_2.png,Ar vaikas žaidžia?
Datasets/Real_Handwriting/images/form_277_sentence_1.png,Ar Petras skaito žemėlapį?
Datasets/Real_Handwriting/images/form_335_sentence_2.png,Marija būna miške.
Datasets/Synthetic_Sentences/images/sentence_01990.png,Gintaras bando važiuoti.
Datasets/Real_Handwriting/images/form_419_sentence_5.png,Universiteto studentai žaidžia šachmatais laisvalaikiu.
Datasets/Real_Handwriting/images/form_227_sentence_5.png,Cukrų ir cinamoną dedame į pyragą.
Datasets/Real_Handwriting/images/form_319_sentence_3.png,Vakar Žilvinas nešė krepšį.
Datasets/Synthetic_Sentences/images/sentence_02313.png,Rytoj Petras eis namuose.
Datasets/Real_Handwriting/images/form_090_sentence_1.png,Jis labai dabar tvarkosi.
Datasets/Synthetic_Sentences/images/sentence_00835.png,Vakar gydytojas dirbo sode.
Datasets/Synthetic_Sentences/images/sentence_01840.png,Tomas geria vandenį.
Datasets/Synthetic_Sentences/images/sentence_00836.png,Eglė mėgsta gerti pieną.
Datasets/Synthetic_Sentences/images/sentence_00570.png,Marija mėgsta valgyti košę.
Datasets/Synthetic_Sentences/images/sentence_02373.png,Ar gydytojas nori bėgti?
Datasets/Synthetic_Sentences/images/sentence_01864.png,Ar katė mokosi miške?
Datasets/Synthetic_Sentences/images/sentence_01213.png,Berniukas valgo vaisius.
Datasets/Real_Handwriting/images/form_498_sentence_3.png,Ar Eglė dirba ligoninėje?
Datasets/Synthetic_Sentences/images/sentence_00831.png,Ar Ingrida dirba bibliotekoje?
Datasets/Synthetic_Sentences/images/sentence_00288.png,Kristina stengiasi šokti.
Datasets/Real_Handwriting/images/form_448_sentence_1.png,Laura ilsisi pievoje.
Datasets/Real_Handwriting/images/form_100_sentence_5.png,Ji dainuoja namuose.
Datasets/Real_Handwriting/images/form_066_sentence_4.png,Paukštis labai atidžiai skaito.
Datasets/Real_Handwriting/images/form_049_sentence_2.png,Ramiai gydytojas dirba filmą.
Datasets/Real_Handwriting/images/form_065_sentence_1.png,Gydytojai stengiasi eiti daržoves.
Datasets/Synthetic_Sentences/images/sentence_00518.png,Mergaitė nori skaityti žurnalą.
Datasets/Synthetic_Sentences/images/sentence_01256.png,Šiandien gydytojas mokosi sode.
Datasets/Synthetic_Sentences/images/sentence_01525.png,Ar Saulius mėgsta valgyti?
Datasets/Synthetic_Sentences/images/sentence_02224.png,Šiandien mokytojas dirba paplūdimyje.
Datasets/Synthetic_Sentences/images/sentence_02058.png,Petras nori skaityti žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_00488.png,Kristina mokosi miške.
Datasets/Synthetic_Sentences/images/sentence_02334.png,Berniukas dirba kavinėje.
Datasets/Synthetic_Sentences/images/sentence_00847.png,Neringa perka arbatą.
Datasets/Synthetic_Sentences/images/sentence_01430.png,Ar gydytojas dirba pievoje?
Datasets/Real_Handwriting/images/form_358_sentence_3.png,Studentė skaito receptą.
Datasets/Real_Handwriting/images/form_481_sentence_1.png,Ar Saulius mėgsta bėgti?
Datasets/Real_Handwriting/images/form_167_sentence_4.png,Jie mėgsta žaisti.
Datasets/Real_Handwriting/images/form_374_sentence_2.png,Atidžiai studentas ilsisi kavinėje.
Datasets/Real_Handwriting/images/form_076_sentence_1.png,Katė mėgsta piešti.
Datasets/Synthetic_Sentences/images/sentence_01862.png,Mielai Kristina neša gėlę.
Datasets/Synthetic_Sentences/images/sentence_01038.png,Ar Eglė mokosi ligoninėje?
Datasets/Synthetic_Sentences/images/sentence_01401.png,Gydytojas nori skaityti receptą.
Datasets/Real_Handwriting/images/form_413_sentence_1.png,Vakar šuo nešė krepšį.
Datasets/Real_Handwriting/images/form_244_sentence_1.png,Ingrida dirba upės pakrantėje.
Datasets/Real_Handwriting/images/form_124_sentence_5.png,Ar ji bėga?
Datasets/Synthetic_Sentences/images/sentence_02165.png,Gintaras nori valgyti duoną.
Datasets/Synthetic_Sentences/images/sentence_00802.png,Mielai gydytojas perka kavą.
Datasets/Real_Handwriting/images/form_260_sentence_2.png,Eglė žaidžia stadione.
Datasets/Synthetic_Sentences/images/sentence_01817.png,Rūpestingai vaikas dirba sode.
Datasets/Real_Handwriting/images/form_247_sentence_2.png,Ar Petras skaito istoriją?
Datasets/Real_Handwriting/images/form_150_sentence_5.png,Šiandien moterys ilsisi dabar.
Datasets/Real_Handwriting/images/form_369_sentence_3.png,Šeima groja simfoniją.
Datasets/Synthetic_Sentences/images/sentence_01271.png,Mielai Petras mokosi kalnuose.
Datasets/Synthetic_Sentences/images/sentence_00419.png,Ar šuo skaito istoriją?
Datasets/Synthetic_Sentences/images/sentence_00567.png,Gintaras rašo receptą.
Datasets/Synthetic_Sentences/images/sentence_00418.png,Mantas sportuoja upės pakrantėje.
Datasets/Synthetic_Sentences/images/sentence_02244.png,Šiandien Laura perka dovaną.
Datasets/Real_Handwriting/images/form_405_sentence_3.png,Mielai Tomas skaito žurnalą.
Datasets/Synthetic_Sentences/images/sentence_00663.png,Ingrida perka duoną.
Datasets/Synthetic_Sentences/images/sentence_02163.png,Rytoj šuo eis stotyje.
Datasets/Synthetic_Sentences/images/sentence_00272.png,Mokytojas skaito receptą.
Datasets/Real_Handwriting/images/form_064_sentence_5.png,Ar mes juokiasi?
Datasets/Real_Handwriting/images/form_348_sentence_3.png,Vakar šeima nešė laišką.
Datasets/Real_Handwriting/images/form_251_sentence_2.png,Renata neša dovaną.
Datasets/Real_Handwriting/images/form_005_sentence_5.png,Moterys galvoja ir galvoja.
Datasets/Real_Handwriting/images/form_145_sentence_5.png,Mes kalba filmą kaime.
Datasets/Real_Handwriting/images/form_398_sentence_3.png,Jonas dirba namuose.
Datasets/Synthetic_Sentences/images/sentence_02461.png,Tomas gyvena sode.
Datasets/Synthetic_Sentences/images/sentence_02198.png,Ar mergaitė nori valgyti?
Datasets/Synthetic_Sentences/images/sentence_00641.png,Saulius rašo žemėlapį.
Datasets/Synthetic_Sentences/images/sentence_02041.png,Jurgita pradeda sportuoti.
Datasets/Synthetic_Sentences/images/sentence_01807.png,Atidžiai Kristina ilsisi miške.
Datasets/Synthetic_Sentences/images/sentence_00183.png,Ar Gintaras mėgsta ilsėtis?
Datasets/Real_Handwriting/images/form_168_sentence_5.png,Šuo labai niekada klauso.
Datasets/Real_Handwriting/images/form_349_sentence_2.png,Šiandien Danielius perka žaislą.
Datasets/Synthetic_Sentences/images/sentence_00672.png,Atidžiai Mantas neša krepšį.
Datasets/Synthetic_Sentences/images/sentence_00021.png,Mantas bando groti.
Datasets/Synthetic_Sentences/images/sentence_01600.png,Ar Jurgita dirba ligoninėje?
Datasets/Real_Handwriting/images/form_319_sentence_4.png,Garsiai Laura sportuoja stadione.
Datasets/Synthetic_Sentences/images/sentence_01804.png,Rytoj Laura eis kalnuose.
Datasets/Real_Handwriting/images/form_416_sentence_3.png,Rytoj Kristina eis mokykloje.
Datasets/Real_Handwriting/images/form_178_sentence_1.png,Šiandien vyras miega lėtai.
Datasets/Synthetic_Sentences/images/sentence_00716.png,Mielai mokytojas mokosi sode.
Datasets/Synthetic_Sentences/images/sentence_01037.png,Marija žaidžia kavinėje.
Datasets/Real_Handwriting/images/form_187_sentence_1.png,Vaikas labai niekada miega.
Datasets/Real_Handwriting/images/form_055_sentence_5.png,Studentai šypsosi prie ežero ir kaime.
Datasets/Real_Handwriting/images/form_167_sentence_3.png,Draugai juokiasi kavą.
Datasets/Real_Handwriting/images/form_422_sentence_4.png,Ar Laura nori dainuoti?
Datasets/Synthetic_Sentences/images/sentence_00933.png,Ar šuo mokosi paplūdimyje?
Datasets/Real_Handwriting/images/form_261_sentence_5.png,Jaunas studentas juda drąsiai į priekį.
Datasets/Synthetic_Sentences/images/sentence_00629.png,Vakar Mindaugas nešė laišką.
Datasets/Real_Handwriting/images/form_168_sentence_3.png,Ar mergaitė sportuoja?
